id,categoryId,taxRateId,name,sku,barcode,price,costPrice,stockLevel,trackStock,allowPriceOverride,isWeighable,showInGoods,goodsSortOrder,color,image,isActive,createdAt,updatedAt,scalePlu
import-prod-43941,import-cat-uncategorised,tax-standard-vat,10 BIALYCH JAJ,43941,5903111012076,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-38371,import-cat-uncategorised,tax-standard-vat,10 JAJA,38371,5907623294029,279,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-7109,import-cat-10,tax-standard-vat,17PAPRYKA SLODKA 20,7109,5900084002011,49,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-40213,import-cat-uncategorised,tax-standard-vat,3 BIT,40213,7622201692513,59,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-21599,import-cat-9,tax-standard-vat,3 BIT 46G,21599,7622210416100,59,25,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45582,import-cat-uncategorised,tax-standard-vat,30 EGGS 2K,45582,5905529790058,699,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-46051,import-cat-uncategorised,tax-standard-vat,30 FRESH EGGS,46051,9860215318922,499,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-4425,import-cat-9,tax-standard-vat,42113263ORBIT,4425,42070429,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42792,import-cat-uncategorised,tax-standard-vat,4MOVE GRAPEFRUIT,42792,5900552080848,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-23627,import-cat-6,tax-standard-vat,4MOVE LEMON 750ML,23627,5900552057314,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42793,import-cat-uncategorised,tax-standard-vat,4MOVE LIME-MINT,42793,5900552080817,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-40720,import-cat-uncategorised,tax-standard-vat,4MOVE MANGO,40720,5900552073550,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42789,import-cat-uncategorised,tax-standard-vat,4MOVE SPORT CHERRY,42789,5900552085805,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42919,import-cat-uncategorised,tax-standard-vat,4MY BABT WIPES,42919,5050895146937,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42920,import-cat-uncategorised,tax-standard-vat,4MY BABT WIPES,42920,5050895247207,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44943,import-cat-uncategorised,tax-standard-vat,4SMOKE LIGHTER,44943,5060461265610,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42804,import-cat-17,tax-standard-vat,4X ROLL,42804,,100,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-12471,import-cat-7,tax-standard-vat,5900562489006SOKOLOW KABANOSY,12471,5900562487101,329,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45445,import-cat-uncategorised,tax-standard-vat,6/1.5L JURAJSKA GAZO,45445,5905256020138,299,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-31231,import-cat-uncategorised,tax-standard-vat,7 DAYS,31231,5201360531226,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43481,import-cat-uncategorised,tax-standard-vat,7 DAYS,43481,7622201393717,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41425,import-cat-uncategorised,tax-standard-vat,7 DAYS BAKE ROLLS,41425,5201360677924,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43933,import-cat-uncategorised,tax-standard-vat,7 DAYS 60G,43933,7622202009129,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41426,import-cat-uncategorised,tax-standard-vat,7 DAYS BAKE ROLLS,41426,5201360677627,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41423,import-cat-uncategorised,tax-standard-vat,7 DAYS BAKE ROLLS,41423,5201360655366,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41424,import-cat-uncategorised,tax-standard-vat,7 DAYS BAKE ROLLS,41424,5201360655373,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44828,import-cat-uncategorised,tax-standard-vat,7 DAYS BAKED ROLLS S,44828,7622202021602,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42016,import-cat-uncategorised,tax-standard-vat,7 DAYS CAKE BAR,42016,5201360786022,49,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43785,import-cat-uncategorised,tax-standard-vat,7 DAYS COOKIES,43785,5201360531318,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-30871,import-cat-uncategorised,tax-standard-vat,7 DAYS CREAM&COOKIES,30871,5201360531929,89,43,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-30872,import-cat-uncategorised,tax-standard-vat,7 Days Cream&cookies,30872,5201360531936,89,44,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-27191,import-cat-9,tax-standard-vat,7 DAYS MAX,27191,5201360501700,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-27135,import-cat-9,tax-standard-vat,7 DAYS MAX,27135,5201360501571,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43478,import-cat-uncategorised,tax-standard-vat,7 DAYS MAX CHOC,43478,7622201389864,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-40329,import-cat-uncategorised,tax-standard-vat,7 UP,40329,4060800304360,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-40581,import-cat-uncategorised,tax-standard-vat,"7 UP 1,5L",40581,3502110009036,199,0,0,0,0,0,0,1,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45106,import-cat-uncategorised,tax-standard-vat,7 UP 2.25L,45106,5997264104535,269,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45688,import-cat-uncategorised,tax-standard-vat,762221045403POIANA A,45688,7622210454034,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-35051,import-cat-uncategorised,tax-standard-vat,7DAYS,35051,5201360531332,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43674,import-cat-uncategorised,tax-standard-vat,7DAYS 60G,43674,7622201389802,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-1228,import-cat-9,tax-standard-vat,7DAYS 60G KAKAO,1228,5201360521210,89,27,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-562,import-cat-9,tax-standard-vat,7DAYS 60G SPUMANTE,562,5201360521616,89,27,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43673,import-cat-uncategorised,tax-standard-vat,7DAYS 80G,43673,7622201393793,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-1919,import-cat-9,tax-standard-vat,7-DAYS BAKE ROLLS,1919,5201360671069,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-33599,import-cat-77,tax-standard-vat,7DAYS BAKE ROLLS 80G,33599,5201360674503,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-6068,import-cat-9,tax-standard-vat,7-DAYS BAKE ROLLS 80G,6068,5201360639571,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-10791,import-cat-9,tax-standard-vat,7DAYS BORSETO JAB-CY,10791,5201360509683,89,38,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-10792,import-cat-9,tax-standard-vat,7DAYS BORSETO KAKAO,10792,5201360509188,89,34,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-11009,import-cat-9,tax-standard-vat,7DAYS BORSETO OW.LES,11009,5201360509485,89,37,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-31502,import-cat-uncategorised,tax-standard-vat,7DAYS CR. CREAM COOKIE,31502,5201360531257,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43720,import-cat-uncategorised,tax-standard-vat,7DAYS DOUBLE,43720,7622201393779,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-25459,import-cat-9,tax-standard-vat,7DAYS DOUBLE COCONUT,25459,5201360502837,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43479,import-cat-uncategorised,tax-standard-vat,7DAYS DOUBLE VANILA/,43479,7622201390686,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43480,import-cat-uncategorised,tax-standard-vat,7DAYS HAZELNUT,43480,7622201389840,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-37862,import-cat-uncategorised,tax-standard-vat,7DAYS HOME CROISSANT 300G,37862,5201360517107,299,98,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-33915,import-cat-9,tax-standard-vat,7DAYS MAX,33915,5201360501618,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-25461,import-cat-9,tax-standard-vat,7DAYS MAX COCOA,25461,5201360112166,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24339,import-cat-9,tax-standard-vat,7DAYS MAX DOUBLE KAK,24339,5201360531141,89,40,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24703,import-cat-9,tax-standard-vat,7DAYS MAX DOUBLE TRU,24703,5201360535828,89,40,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-25460,import-cat-9,tax-standard-vat,7DAYS MAX DOUBLE TRU,25460,5201360502479,109,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24521,import-cat-9,tax-standard-vat,7DAYS MAX KAKAO,24521,5201360531172,89,40,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-564,import-cat-9,tax-standard-vat,7DAYS MINI CHOCO 185,564,5201360543205,199,79,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-16529,import-cat-9,tax-standard-vat,7DAYS MINI DOUBLE,16529,5201360572793,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-16530,import-cat-9,tax-standard-vat,7DAYS MINI DOUBLE,16530,5201360572595,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-2443,import-cat-9,tax-standard-vat,7DAYS MINI SPUMANTE,2443,5201360543601,199,65,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-32236,import-cat-uncategorised,tax-standard-vat,7DAYS OWOCE LESNE,32236,5201360501403,119,32,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24704,import-cat-9,tax-standard-vat,7DAYS SUPER MAX DOUBLE COC,24704,5201360535903,89,40,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24705,import-cat-9,tax-standard-vat,7DAYS SUPER MAX WANILIA,24705,5201360535705,89,38,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-24754,import-cat-9,tax-standard-vat,7DAYS SUPER MAX WAN-WISNIA,24754,5201360532506,89,40,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-25738,import-cat-9,tax-standard-vat,7DAYS TRUSKAWKA 60G,25738,5201360521418,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-38707,import-cat-uncategorised,tax-standard-vat,"7UP 0,85L",38707,5900497025430,199,0,0,0,0,0,0,1,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45635,import-cat-uncategorised,tax-standard-vat,7UP 1.5L,45635,5997264103279,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-13754,import-cat-6,tax-standard-vat,7UP 2.25L,13754,5900497023436,259,91,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45852,import-cat-uncategorised,tax-standard-vat,7UP 330ML,45852,4060800309785,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41850,import-cat-uncategorised,tax-standard-vat,7UP 500ML,41850,3502110009012,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43769,import-cat-uncategorised,tax-standard-vat,7UP 500ML,43769,4060800304384,139,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44945,import-cat-uncategorised,tax-standard-vat,7UP CHERRY 330ML,44945,3168930176244,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-34738,import-cat-uncategorised,tax-standard-vat,7UP CHERRY 330ML,34738,3168930159834,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-36724,import-cat-uncategorised,tax-standard-vat,7UP COCKTAIL 330ML,36724,3168930159865,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-34739,import-cat-uncategorised,tax-standard-vat,7UP MOJITO 330ML,34739,3168930159803,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44944,import-cat-uncategorised,tax-standard-vat,7UP MOJITO 330ML,44944,3168930176275,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42451,import-cat-uncategorised,tax-standard-vat,7UP MOJITO CAN,42451,3502110006264,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45416,import-cat-uncategorised,tax-standard-vat,7UP PEACH,45416,078000037975,139,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43207,import-cat-uncategorised,tax-standard-vat,7UP ZERO 330ML,43207,4060800310163,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-33765,import-cat-uncategorised,tax-standard-vat,7ZBOZ MEN,33765,5900197026034,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-32558,import-cat-uncategorised,tax-standard-vat,A.LE COQ BLUE LAGOON,32558,4740098090601,239,120,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-32557,import-cat-uncategorised,tax-standard-vat,A.LE COQ T-QUILA SUNRISE,32557,4740098090298,239,120,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43741,import-cat-uncategorised,tax-standard-vat,AA INTYMNA,43741,5900116025384,399,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43742,import-cat-uncategorised,tax-standard-vat,AA INTYMNA FOR GIRLS,43742,5900116084404,399,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-1297,import-cat-11,tax-standard-vat,AAGRICO MIEL.BOCZK.,1297,5904075001267,189,103,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43388,import-cat-uncategorised,tax-standard-vat,AAKERMAN MALZE W SOSIE,43388,5905034881050,419,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-560,import-cat-18,tax-standard-vat,ABAK KLUSECZ.BABUNI,560,5903077001046,119,39,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42652,import-cat-uncategorised,tax-standard-vat,ABAK KRAJANECZKA,42652,5900354039488,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42651,import-cat-uncategorised,tax-standard-vat,ABAK MAKARON KRAJANECZKA,42651,5900354039501,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42657,import-cat-uncategorised,tax-standard-vat,ABAK WSTAZKI,42657,5900354039655,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42653,import-cat-uncategorised,tax-standard-vat,ABAK WSTAZKI MAKARON,42653,5900354039495,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-516,import-cat-18,tax-standard-vat,ABAK ZACIERKA BABUNI 250G,516,5903077000018,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43389,import-cat-uncategorised,tax-standard-vat,ABBA MALZE MARYNOWANE,43389,5701986003041,499,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45681,import-cat-uncategorised,tax-standard-vat,ABBAGE MIXED SALLAD,45681,6420470000043,139,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43405,import-cat-uncategorised,tax-standard-vat,ABC SPRAY,43405,8690511123194,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-2044,import-cat-16,tax-standard-vat,ABEL FLAKI W ROSOLE,2044,5904585000156,419,260,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45487,import-cat-uncategorised,tax-standard-vat,ABSOLUT ESPRESSO 250,45487,7312040323081,239,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45486,import-cat-uncategorised,tax-standard-vat,ABSOLUT PASSIONFRUIT,45486,7312040323005,239,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45489,import-cat-uncategorised,tax-standard-vat,ABSOLUT RASPBERRY 25,45489,7312040323043,239,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45490,import-cat-uncategorised,tax-standard-vat,ABSOLUT SPRITE 250ML,45490,5449000322982,239,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-3268,import-cat-3,tax-standard-vat,ABSOLUT VODKA 0.7L,3268,7312040017683,2199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-36091,import-cat-uncategorised,tax-standard-vat,ABSOLUT VODKA 350ML,36091,7312040017355,1399,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45760,import-cat-uncategorised,tax-standard-vat,ACALIA NIEGAZ 1L,45760,5900334019295,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44847,import-cat-uncategorised,tax-standard-vat,ACCASA LEMON FINE CA,44847,5941850165547,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44848,import-cat-uncategorised,tax-standard-vat,ACCASA TIRAMISU CAKE,44848,5941850165530,199,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-33811,import-cat-uncategorised,tax-standard-vat,ACE 1L,33811,8001480022584,389,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39052,import-cat-uncategorised,tax-standard-vat,ACE LEMON,39052,8001480022713,259,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-34216,import-cat-8,tax-standard-vat,ACE WYBIELACZ,34216,8001480020412,219,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-43271,import-cat-uncategorised,tax-standard-vat,ACTIVE ANTIBACTERIAL WIPES,43271,5060403261267,219,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44423,import-cat-uncategorised,tax-standard-vat,active czeresnia jab,44423,5900643047088,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-44989,import-cat-uncategorised,tax-standard-vat,ACTIVE TOOTHBRUSH,44989,5012251012706,129,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39648,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39648,5900643047101,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39649,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39649,5900643047125,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39651,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39651,5900643047064,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39834,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39834,5900643047651,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39916,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39916,5900643047637,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39917,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39917,5900643047613,79,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-39918,import-cat-uncategorised,tax-standard-vat,ACTIVIA,39918,5900643047675,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-45578,import-cat-uncategorised,tax-standard-vat,ACTIVIA,45578,5900643050705,99,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-41950,import-cat-uncategorised,tax-standard-vat,ACTIVIA,41950,5900643049327,89,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-19547,import-cat-8,tax-standard-vat,ACTIVIA 320G,19547,5941209011907,189,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-42330,import-cat-uncategorised,tax-standard-vat,ACTIVIA BEZ LAKTOZY,42330,5900643049341,119,0,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-28536,import-cat-uncategorised,tax-standard-vat,ACTIVIA KIWI GRUSZKA,28536,5900643037980,119,61,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
import-prod-28564,import-cat-8,tax-standard-vat,ACTIVIA MANGO,28564,5900643038000,99,61,0,0,0,0,0,0,#334155,,1,2026-06-13T00:00:00.000Z,2026-06-13T00:00:00.000Z,
